OBJECTID,TRL_NAME,PARK_NAME,FEATURE_ID,TRL_ID,SEG_ID,STG_AR_ID,SUB_TYPE,FEATURE,FEAT_CMNT,ELEV_FT,CITY_JUR,ZIP_CODE,SUP_DIST,X_STREET,X,Y,PARKING,PHOTO,TXT_E,LAT,LON,DB_ID,DIR_LAT,DIR_LON
7808,Ramirez Accessible Trail,National Parks Service,0200637,020105,0201050000,,1,TAPO,Auto Generated and Verified,246,Unincorporated Los Angeles County,90265,3rd District,None,"118° 47' 38.414"" W","34° 2' 19.209"" N",N,,Mapped,34.03867392,-118.79401621,375,34.03866909,-118.79400393
7810,Ranch House Trail - Upper,CA State Parks - Will Rogers,0100639,010141,0101410000,010006,1,TH,Auto Generated and Verified,449,Los Angeles,90272,3rd District,1677 Will Rogers State Park Rd,"118° 30' 47.515"" W","34° 3' 16.586"" N",SA,,Mapped,34.05461208,-118.51321084,245,34.05390543,-118.51161491
7811,Red Rock Road,National Parks Service,0200641,020106,0201060000,,1,TAPO,Auto Generated and Verified,988,Unincorporated Los Angeles County,90290,3rd District,1277 Old Topanga Canyon Rd,"118° 37' 41.834"" W","34° 6' 15.216"" N",ST,,Mapped,34.1042316,-118.62829936,376,34.10422676,-118.6282871
7812,Red Rock Trail,National Parks Service,0200644,020107,0201070000,,1,TAPO,Auto Generated and Verified,1508,Unincorporated Los Angeles County,90290,3rd District,,"118° 38' 28.081"" W","34° 6' 33.738"" N",ST,,Mapped,34.10937642,-118.64114592,377,34.10937158,-118.64113366
7813,Reseda Spur Trail,CA State Parks - Topanga,0100645,010142,0101420000,,1,TH,Auto Generated and Verified,1611,Los Angeles,91356,3rd District,3001 Reseda Blvd,"118° 33' 10.748"" W","34° 7' 49.707"" N",ST,,Mapped,34.13047896,-118.55299776,246,34.13047412,-118.55298551
7814,Ridge-Canyon Access Trail,National Parks Service,0200647,020108,0201080000,020006,1,TH,Auto Generated and Verified,426,Malibu,90265,3rd District,5555 Busch Dr,"118° 49' 5.103"" W","34° 2' 2.411"" N",SA,,Mapped,34.03400787,-118.81809649,378,34.03374006,-118.81797169
7815,Rising Sun Trail,National Parks Service,0200650,020109,0201090000,020009,1,TH,Auto Generated and Verified,299,Malibu,90265,3rd District,North of Solstice Canyon Rd and Corral Canyon Rd,"118° 44' 59.639"" W","34° 2' 20.670"" N",SA,,Mapped,34.0390797,-118.74991209,379,34.03776005,-118.74738586
7818,Rocky Oaks Loop Trail,National Parks Service,0200664,020112,0201120000,020024,1,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,"118° 48' 50.706"" W","34° 5' 49.412"" N",SA,,Mapped,34.09706364,-118.81409729,382,34.09697274,-118.81415234
7819,Rustic Canyon Trail,CA State Parks - Topanga,0100668,030007,0300070000,010006,1,TAPO,Auto Generated and Verified,415,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 34.611"" W","34° 3' 15.881"" N",SA,,Mapped,34.0544161,-118.50962649,264,34.05390543,-118.51161491
7820,Santa Maria Canyon Trail,National Parks Service,0200669,020114,0201140000,,1,TH,Auto Generated and Verified,1457,Unincorporated Los Angeles County,90290,3rd District,3110 N Summit Pointe Dr,"118° 35' 28.769"" W","34° 7' 57.936"" N",ST,,Mapped,34.13276493,-118.59133685,383,34.13276008,-118.5913246
7822,Santa Ynez Canyon Trail,CA State Parks - Topanga,0100672,010149,0101490000,,1,TAPO,Auto Generated and Verified,608,Los Angeles,90272,3rd District,17415 Camino de Yatasto,"118° 34' 2.523"" W","34° 4' 42.002"" N",ST,,Mapped,34.07833887,-118.56737966,266,34.07833403,-118.56736741
7823,Morrison Open Space SCE Road Trail,National Parks Service,0200678,020115,0201150000,,1,TH,Auto Generated and Verified,863,Calabasas,91302,3rd District,6063 Las Virgenes Rd,"118° 42' 10.935"" W","34° 10' 3.404"" N",ST,,Mapped,34.16761713,-118.7030497,384,34.16761229,-118.70303743
7824,Sostomo Trail,National Parks Service,0200685,020118,0201180000,,1,TH,Auto Generated and Verified,368,Unincorporated Los Angeles County,90265,3rd District,Roberts Rd,"118° 45' 14.863"" W","34° 2' 56.939"" N",ST,,Mapped,34.04915457,-118.75414081,387,34.04914974,-118.75412854
7825,South Bay Bicycle Trail,CA State Parks - Will Rogers,0100687,010153,0101530000,,1,TAPO,Auto Generated and Verified,22,Los Angeles,90272,3rd District,15314 Pacific Coast Hwy,"118° 31' 43.619"" W","34° 1' 55.900"" N",ST,,Mapped,34.03219919,-118.52879527,276,34.03219435,-118.52878304
7826,South Bay Bicycle Trail,CA State Parks - Will Rogers,0100688,010153,0101530000,,1,TAPO,Auto Generated and Verified,24,Los Angeles,90272,3rd District,16300 Pacific Coast Hwy,"118° 32' 20.964"" W","34° 2' 13.130"" N",ST,,Mapped,34.03698547,-118.53916877,276,34.03698063,-118.53915653
7827,South Beach Access Trail,CA State Parks - Leo Carrillo,0100696,010154,0101540000,010005,1,TAPO,Auto Generated and Verified,11,Unincorporated Los Angeles County,90265,3rd District,35907 Pacific Coast Hwy,"118° 56' 3.676"" W","34° 2' 44.587"" N",SA,,Mapped,34.04572343,-118.93436667,277,34.0460351,-118.93371838
7829,Sullivan Ridge Fire Road,CA State Parks - Topanga,0100708,010158,0101580000,,1,TAPO,Auto Generated and Verified,965,Los Angeles,90272,3rd District,Sullivan Fire Rd,"118° 30' 58.633"" W","34° 4' 51.871"" N",ST,,Mapped,34.08108023,-118.51629918,280,34.08107539,-118.51628694
7830,Summer Hill Ranch Road,National Parks Service,0200713,020119,0201190000,,1,TH,Auto Generated and Verified,1219,Unincorporated Los Angeles County,90290,3rd District,2164 Santa Maria Rd,"118° 35' 16.958"" W","34° 7' 25.578"" N",ST,,Mapped,34.12377639,-118.58805605,388,34.12377154,-118.5880438
7832,Summit-to-Summit - Santa Maria Cyn Connector,National Parks Service,0200716,020120,0201200000,,1,TH,Auto Generated and Verified,1457,Unincorporated Los Angeles County,90290,3rd District,3110 N Summit Pointe Dr,"118° 35' 28.769"" W","34° 7' 57.936"" N",ST,,Mapped,34.13276493,-118.59133685,389,34.13276008,-118.5913246
7833,Sunset Trail,CA State Parks - Will Rogers,0100720,010161,0101610000,,1,TH,Auto Generated and Verified,252,Los Angeles,90272,3rd District,14280 W Sunset Blvd,"118° 30' 38.563"" W","34° 3' 4.130"" N",ST,,Mapped,34.05115197,-118.51072406,282,34.05114713,-118.51071182
7834,Tapia Spur Trail,CA State Parks - Malibu Creek,0100723,010163,0101630000,020018,1,TH,Auto Generated and Verified,471,Unincorporated Los Angeles County,91302,3rd District,Piuma Road and Malibu Canyon Rd,"118° 42' 22.891"" W","34° 4' 57.682"" N",SA,,Mapped,34.08269423,-118.70637079,284,34.08296648,-118.70554765
7835,Temescal Ridge Trail,CA State Parks - Topanga,0100729,030013,0300130001,020010,1,TAPO,Auto Generated and Verified,449,Los Angeles,90272,3rd District,993 Temescal Canyon Rd,"118° 31' 45.775"" W","34° 3' 18.937"" N",SA,,Mapped,34.0552652,-118.52939405,287,34.05350709,-118.52865643
7836,Three Park Trail,National Parks Service,0200735,020122,0201220000,020011,1,TH,Auto Generated and Verified,1326,Unincorporated Los Angeles County,90265,3rd District,Carmichael Rd,"118° 52' 45.098"" W","34° 3' 30.079"" N",SA,,Mapped,34.05836011,-118.87920613,390,34.05878327,-118.87961425
7838,Topanga Community House Trail,CA State Parks - Topanga,0100740,010168,0101680000,020070,1,TAPO,Auto Generated and Verified,1137,Unincorporated Los Angeles County,90290,3rd District,Topanga Canyon Boulevard and Oakwood Drive,"118° 35' 19.487"" W","34° 6' 38.579"" N",SA,,Mapped,34.11072135,-118.58875865,289,34.11159825,-118.5902118
7839,Topanga Knoll Trail,CA State Parks - Topanga,0100741,010169,0101690000,010003,1,TAPO,Auto Generated and Verified,37,Unincorporated Los Angeles County,90265,3rd District,3989 Topanga Canyon Ln,"118° 34' 54.948"" W","34° 2' 23.389"" N",SA,,Mapped,34.0398352,-118.58194229,290,34.03959671,-118.58261482
7841,Trancas-Edison Road,National Parks Service,0200750,020125,0201250000,,1,TAPO,Auto Generated and Verified,903,Unincorporated Los Angeles County,90265,3rd District,,"118° 50' 32.621"" W","34° 3' 45.636"" N",ST,,Mapped,34.06268162,-118.84240706,392,34.0626768,-118.84239477
7842,Trancas Canyon SCE Road Trail ,CA State Parks - Malibu Creek,0300753,030001,0300010000,020067,1,TAPO,Auto Generated and Verified,1619,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,"118° 50' 49.232"" W","34° 5' 3.139"" N",SA,,Mapped,34.08421021,-118.8470213,292,34.08530284,-118.86248446
7844,Tuna Canyon Main Entrance Trail,National Parks Service,0200756,020127,0201270000,,1,TH,Auto Generated and Verified,1555,Unincorporated Los Angeles County,90290,3rd District,3200 Tuna Canyon Rd,"118° 36' 59.519"" W","34° 3' 34.856"" N",ST,,Mapped,34.05968704,-118.61654529,393,34.0596822,-118.61653304
7845,Upper Encina Trail,CA State Parks - Topanga,0100760,010172,0101720000,010009,1,TAPO,Auto Generated and Verified,1056,Unincorporated Los Angeles County,90290,3rd District,21285 Entrada Rd,"118° 35' 50.128"" W","34° 5' 34.790"" N",SA,,Mapped,34.09300197,-118.59727006,293,34.09294639,-118.5973062
7846,Upper Rustic Canyon Trail,CA State Parks - Topanga,0100762,010173,0101730000,,1,TAPO,Auto Generated and Verified,1247,Los Angeles,90272,3rd District,,"118° 32' 34.593"" W","34° 7' 17.014"" N",ST,,Mapped,34.12139753,-118.54295474,294,34.12139269,-118.5429425
7847,Upper Stunt High Trail,National Parks Service,0200763,020128,0201280000,,1,TH,Auto Generated and Verified,1558,Unincorporated Los Angeles County,91302,3rd District,1213 Stunt Rd,"118° 39' 25.707"" W","34° 5' 27.008"" N",ST,,Mapped,34.09084031,-118.657153,312,34.09083547,-118.65714074
7849,Wayview Road,CA State Parks - Topanga,0100770,010175,0101750000,,1,TAPO,Auto Generated and Verified,1261,Unincorporated Los Angeles County,90290,3rd District,20878 Entrada Rd,"118° 35' 20.162"" W","34° 5' 31.183"" N",ST,,Mapped,34.09200014,-118.58894613,296,34.0919953,-118.58893388
7850,Western Town Road A,National Parks Service,0200771,020129,0201290000,020034,1,TH,Auto Generated and Verified,738,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,"118° 45' 18.864"" W","34° 6' 55.785"" N",SA,,Mapped,34.11550054,-118.75525222,394,34.115627,-118.75482105
7851,Western Town Road B,National Parks Service,0200774,020130,0201300000,020034,1,TAPO,Auto Generated and Verified,744,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,"118° 45' 22.766"" W","34° 6' 55.182"" N",SA,,Mapped,34.11533303,-118.75633614,395,34.115627,-118.75482105
7852,Inspiration Point Loop Trail,CA State Parks - Will Rogers,0100780,010083,0100830000,010006,1,TAPO,Auto Generated and Verified,486,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 44.250"" W","34° 3' 23.717"" N",SA,,Mapped,34.05659278,-118.51230395,298,34.05390543,-118.51161491
7853,Pasture Trail,CA State Parks - Will Rogers,0100781,010131,0101310000,010006,1,TH,Auto Generated and Verified,497,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 45.986"" W","34° 3' 24.067"" N",SA,,Mapped,34.05669021,-118.51278612,299,34.05390543,-118.51161491
7854,Rivas Canyon Trail,CA State Parks - Will Rogers,0100790,030015,0300150000,010006,1,TAPO,Auto Generated and Verified,445,Los Angeles,90272,3rd District,1677 Will Rogers State Park Rd,"118° 30' 48.022"" W","34° 3' 16.596"" N",SA,,Mapped,34.05461471,-118.51335177,407,34.05390543,-118.51161491
7855,Malibu Scenic Overlook Trail,CA State Parks - Leo Carrillo,0100792,010110,0101760000,010005,1,TAPO,,18,Unincorporated Los Angeles County,90265,3rd District,35907 Pacific Coast Hwy,"118° 55' 58.991"" W","34° 2' 48.595"" N",SA,,Mapped,34.04683663,-118.93306537,190,34.0460351,-118.93371838
7858,Yearling Trail,CA State Parks - Malibu Creek,0100799,010179,0101790000,010013,1,TAPO,Auto Generated and Verified,838,Unincorporated Los Angeles County,91301,3rd District,28998 Mulholland Hwy,"118° 45' 4.013"" W","34° 6' 47.060"" N",SA,,Mapped,34.11307697,-118.75112705,304,34.11234103,-118.75038034
7859,Yellow Hill Fire Road,CA State Parks - Leo Carrillo,0100801,010180,0101800000,010005,1,TAPO,Auto Generated and Verified,23,Unincorporated Los Angeles County,90265,3rd District,35399 Mulholland Hwy,"118° 56' 6.644"" W","34° 2' 46.641"" N",SA,,Mapped,34.04629397,-118.93519105,305,34.0460351,-118.93371838
7861,Yucca Trail,National Parks Service,0200808,020132,0201320000,,1,TH,Auto Generated and Verified,1098,Unincorporated Los Angeles County,91302,3rd District,2002 Stunt Rd,"118° 39' 14.264"" W","34° 6' 0.599"" N",ST,,Mapped,34.10017112,-118.65397436,313,34.10016628,-118.6539621
7863,Zuma Edison Road,National Parks Service,0200814,020135,0201350000,,1,TH,Confirmed with NPS data points,1323,Unincorporated Los Angeles County,90265,3rd District,2615 S Kanan Dume Rd,"118° 48' 14.580"" W","34° 3' 40.972"" N",ST,,Mapped,34.06138582,-118.80406238,398,34.06138099,-118.8040501
7864,Zuma Loop Trail,National Parks Service,0200815,020136,0201360000,020003,1,TAPO,Auto Generated and Verified,112,Malibu,90265,3rd District,End of Bonsall Drive,"118° 48' 44.078"" W","34° 2' 2.932"" N",SA,,Mapped,34.03415266,-118.81225616,399,34.03150978,-118.8121208
7865,Zuma Ridge Motorway,National Parks Service,0200818,020137,0201370000,020006,1,TH,Auto Generated and Verified,426,Malibu,90265,3rd District,5555 Busch Dr,"118° 49' 5.103"" W","34° 2' 2.411"" N",SA,,Mapped,34.03400787,-118.81809649,400,34.03374006,-118.81797169
7867,Solstice Canyon Trail,National Parks Service,0101060,020117,0201170000,020009,1,TH,Added From NPS ParkEntrancePts.shp,51,Malibu,90265,3rd District,3998 Solstice Canyon Rd,"118° 44' 40.191"" W","34° 2' 5.796"" N",SA,,Mapped,34.03494817,-118.74450966,386,34.03776005,-118.74738586
7868,Nicholas Ridge Trail,CA State Parks - Leo Carrillo,0101080,010126,,,1,TAPO,Added per Dale's request,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,"118° 54' 23.309"" W","34° 4' 14.190"" N",ST,,Mapped,34.07061305,-118.90648716,206,34.07060823,-118.90647486
7869,Trailer Canyon Fire Road, ,0301084,030008,0300080000,,1,TAPO,Added From NPS ParkEntrancePts.shp,917,Los Angeles,90272,3rd District,1775 W Michael Ln,"118° 33' 34.199"" W","34° 4' 44.798"" N",ST,,Mapped,34.07911528,-118.55951192,291,34.07911044,-118.55949968
7870,Piuma Connector Trail, ,0101087,010135,0101350000,010007,1,TAPO,Added From NPS ParkEntrancePts.shp,493,Unincorporated Los Angeles County,91302,3rd District,Mesa Peak Tractor Way and Malibu Canyon Rd,"118° 42' 13.836"" W","34° 4' 47.773"" N",SA,,Mapped,34.07994189,-118.70385553,242,34.08008515,-118.70381667
7876,Mulholland Drive, ,0201200,020090,0200900002,020042,1,TH,Added From hard copy maps and state parks data,1879,Los Angeles,90049,3rd District,17460 Mulholland Dr,"118° 30' 48.638"" W","34° 7' 44.540"" N",SA,,Mapped,34.12904371,-118.51352284,363,34.12901524,-118.51349403
7879,Bulldog Motorway,CA State Parks - Malibu Creek,0301216,030005,0300050009,010013,1,TAPO,Auto Generated and Verified,690,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,"118° 44' 55.436"" W","34° 5' 49.754"" N",SA,,Mapped,34.09715876,-118.74874438,106,34.11234103,-118.75038034
7880,California Coastal Trail,National Parks Service,0201217,010187,0101870005,010001,1,TAPO,Auto Generated and Verified,8,Malibu,90265,3rd District,23314 Malibu Colony Rd,"118° 40' 54.639"" W","34° 1' 53.394"" N",SA,,Mapped,34.0315031,-118.68185631,110,34.03396593,-118.68485652
7884,Backbone Trail - Piuma Ridge, ,0101222,010018,0100180000,020018,1,TAPO,,485,Unincorporated Los Angeles County,91302,3rd District,897 Las Virgenes Rd,"118° 42' 19.760"" W","34° 4' 59.374"" N",SA,,Mapped,34.08316434,-118.70550111,81,34.08296648,-118.70554765
7885,Nicholas Flat Trail, ,0101226,010121,0101210000,010005,1,TAPO,,13,Unincorporated Los Angeles County,90265,3rd District,35789 Pacific Coast Hwy,"118° 56' 1.403"" W","34° 2' 46.320"" N",SA,,Mapped,34.04620493,-118.9337354,200,34.0460351,-118.93371838
7886,Pipe Corral Trail,CA State Parks - Will Rogers,0101325,010134,0101340000,010006,1,TAPO,Auto Generated and Verified,430,Los Angeles,90272,3rd District,14400 Villa Woods Pl,"118° 30' 42.398"" W","34° 3' 16.301"" N",SA,,Mapped,34.05453293,-118.51178947,241,34.05390543,-118.51161491
7887,Talepop Trail, ,0101228,010162,0101620000,010012,1,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27357 Waycross Dr,"118° 42' 58.743"" W","34° 5' 48.305"" N",SA,,Mapped,34.09675616,-118.71632979,283,34.09681547,-118.71614763
7888,Winfield Trail, ,0101230,010177,0101770000,010010,1,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,"118° 35' 16.043"" W","34° 5' 36.229"" N",SA,,Mapped,34.09340166,-118.587802,302,34.09327604,-118.58832337
7889,Temescal Canyon Trail, ,0101231,030014,0300140000,020010,1,TAPO,,325,Los Angeles,90272,3rd District,965 Temescal Canyon Rd,"118° 31' 42.871"" W","34° 3' 11.368"" N",SA,,Mapped,34.05316267,-118.5285875,285,34.05350709,-118.52865643
7890,Bent Arrow Trail, ,0101233,010030,0100300000,,1,TAPO,,1724,Los Angeles,91356,3rd District,3001 Reseda Blvd,"118° 33' 13.514"" W","34° 7' 43.063"" N",ST,,Mapped,34.12863336,-118.553766,96,34.12862851,-118.55375375
7891,Temescal Ridge Trail, ,0101234,030013,0300130001,<Null>,1,TAPO,,1184,Unincorporated Los Angeles County,90290,3rd District,Entrada Rd,"118° 35' 16.043"" W","34° 5' 36.229"" N",ST,,Mapped,34.09340166,-118.587802,287,34.09339682,-118.58778975
7892,Chaparral Trail, ,0101235,010044,0100440000,010012,1,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,"118° 42' 58.413"" W","34° 5' 48.307"" N",SA,,Mapped,34.0967567,-118.71623806,117,34.09681547,-118.71614763
7893,Lost Cabin Trail, ,0101238,010107,0101070000,010012,1,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,"118° 42' 58.413"" W","34° 5' 48.307"" N",SA,,Mapped,34.0967567,-118.71623806,185,34.09681547,-118.71614763
7894,Mott Road, ,0101239,010114,0101140000,010012,1,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,"118° 42' 58.413"" W","34° 5' 48.307"" N",SA,,Mapped,34.0967567,-118.71623806,194,34.09681547,-118.71614763
7895,Liberty Canyon Fire Road,CA State Parks - Malibu Creek,0101241,010097,0100970000,,1,TH,Auto Generated and Verified,733,Agoura Hills,91301,3rd District,27353 Park Vista Rd,"118° 43' 26.299"" W","34° 7' 39.755"" N",ST,,Mapped,34.12771455,-118.72398417,172,34.12770972,-118.7239719
7896,Phantom Trail,CA State Parks - Malibu Creek,0101242,010132,0101320000,,1,TAPO,Added From NPS ParkEntrancePts.shp,733,Agoura Hills,91301,3rd District,27353 Park Vista Rd,"118° 43' 26.299"" W","34° 7' 39.755"" N",ST,,Mapped,34.12771455,-118.72398417,239,34.12770972,-118.7239719
7897,Tapia Spur Trail, ,0101244,010163,0101630000,010012,1,TAPO,,549,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,"118° 42' 58.413"" W","34° 5' 48.307"" N",SA,,Mapped,34.0967567,-118.71623806,284,34.09681547,-118.71614763
7898,Bulldog Motorway, ,0301246,030005,0300050009,010012,1,TAPO,,690,Unincorporated Los Angeles County,91302,3rd District,27359 Waycross Dr,"118° 44' 55.436"" W","34° 5' 49.754"" N",SA,,Mapped,34.09715876,-118.74874438,106,34.09681547,-118.71614763
7899,Backbone Trail - Mesa Peak Motorway, ,0101247,010014,0100140000,020068,1,TAPO,,472,Unincorporated Los Angeles County,91302,3rd District,26261 Piuma Rd,"118° 42' 15.534"" W","34° 4' 55.390"" N",SA,,Mapped,34.0820577,-118.70432725,76,34.08204647,-118.70431305
7900,Mott Road,CA State Parks - Malibu Creek,0101248,010114,0101140000,010012,1,TAPO,Auto Generated and Verified,539,Unincorporated Los Angeles County,91302,3rd District,27347 Waycross Dr,"118° 43' 1.366"" W","34° 5' 45.421"" N",SA,,Mapped,34.0959552,-118.71705847,194,34.09681547,-118.71614763
7901,Tapia Spur Trail,CA State Parks - Malibu Creek,0101249,010163,0101630000,010012,1,TAPO,Auto Generated and Verified,539,Unincorporated Los Angeles County,91302,3rd District,27347 Waycross Dr,"118° 43' 1.366"" W","34° 5' 45.421"" N",SA,,Mapped,34.0959552,-118.71705847,284,34.09681547,-118.71614763
7902,California Coastal Trail,National Parks Service,0201250,010187,0101870008,020008,1,TAPO,Auto Generated and Verified,10,Unincorporated Los Angeles County,90265,3rd District,18652 Pacific Coast Hwy,"118° 34' 53.851"" W","34° 2' 19.284"" N",SA,,Mapped,34.0386948,-118.58163761,110,34.03926158,-118.58200188
7903,Inspiration Point Loop ADA Trail,CA State Parks - Will Rogers,0101250,010183,0101830000,010006,1,TAPO,Auto Generated and Verified,485,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 46.681"" W","34° 3' 22.398"" N",SA,,Mapped,34.05622642,-118.51297925,160,34.05390543,-118.51161491
7905,Kanan - Edison Road,National Parks Service,0201282,020071,0200710001,,1,TAPO,Auto Generated and Verified,493,Malibu,90265,3rd District,,"118° 48' 1.243"" W","34° 2' 2.952"" N",ST,,Mapped,34.03415825,-118.80035747,352,34.03415343,-118.80034519
7906,Backbone Trail,National Parks Service - Topanga,0201251,030012,0200060000,010010,1,TH,Auto Generated and Verified,1184,Unincorporated Los Angeles County,90290,3rd District,20801 Entrada Rd,"118° 35' 14.804"" W","34° 5' 36.925"" N",SA,,Mapped,34.09359514,-118.58745787,307,34.09327604,-118.58832337
7907,Backbone Trail,National Parks Service,0201252,030012,0200070000,020067,1,TH,Auto Generated and Verified,1397,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,"118° 51' 41.301"" W","34° 5' 6.322"" N",SA,,Mapped,34.08509415,-118.86148466,307,34.08530284,-118.86248446
7908,Backbone Trail,CA State Parks - Topanga,0101251,030012,0100090000,020017,1,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,"118° 38' 38.761"" W","34° 4' 55.354"" N",SA,,Mapped,34.08204765,-118.64411248,307,34.08128521,-118.6455619
7909,Backbone Trail,CA State Parks - Topanga,0101252,030012,0100090000,010016,1,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,"118° 38' 9.252"" W","34° 5' 1.826"" N",SA,,Mapped,34.08384526,-118.63591572,307,34.0838348,-118.63615956
7910,Backbone Trail,CA State Parks - Topanga,0101253,030012,0100100000,010016,1,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,"118° 38' 9.252"" W","34° 5' 1.826"" N",SA,,Mapped,34.08384526,-118.63591572,307,34.0838348,-118.63615956
7911,Backbone Trail,CA State Parks - Topanga,0101254,030012,0100100000,,1,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,"118° 36' 33.101"" W","34° 5' 34.934"" N",ST,,Mapped,34.09304197,-118.60920706,307,34.09303713,-118.6091948
7912,Backbone Trail,National Parks Service,0201253,030012,0200100000,020016,1,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,"118° 47' 38.055"" W","34° 4' 40.449"" N",SA,,Mapped,34.07790737,-118.79391645,307,34.07805922,-118.79375099
7913,Backbone Trail,CA State Parks - Will Rogers,0101255,030012,0100120000,010006,1,TAPO,Auto Generated and Verified,426,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 47.379"" W","34° 3' 15.486"" N",SA,,Mapped,34.0543065,-118.51317308,307,34.05390543,-118.51161491
7914,Backbone Trail,CA State Parks - Malibu Creek,0101256,030012,0100140000,010008,1,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,"118° 45' 30.218"" W","34° 4' 55.211"" N",SA,,Mapped,34.08200797,-118.75840606,307,34.08202331,-118.75840519
7915,Backbone Trail,National Parks Service,0201254,030012,0200120000,020015,1,TH,Confirmed with NPS data points,1540,Unincorporated Los Angeles County,90265,3rd District,1701 S Kanan Dume Rd,"118° 48' 57.340"" W","34° 4' 34.051"" N",SA,,Mapped,34.07613002,-118.81594009,307,34.07597932,-118.81541283
7916,Backbone Trail,National Parks Service,0201255,030012,0200120000,020016,1,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,"118° 47' 38.055"" W","34° 4' 40.449"" N",SA,,Mapped,34.07790737,-118.79391645,307,34.07805922,-118.79375099
7917,Backbone Trail,CA State Parks - Topanga,0101257,030012,0100160000,,1,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,"118° 36' 33.101"" W","34° 5' 34.934"" N",ST,,Mapped,34.09304197,-118.60920706,307,34.09303713,-118.6091948
7918,Backbone Trail,CA State Parks - Topanga,0101258,030012,0100070000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.0945216,-118.60088718,307,34.09459087,-118.60100712
7919,Backbone Trail,CA State Parks - Malibu Creek,0101259,030012,0100180000,020068,1,TH,Auto Generated and Verified,463,Unincorporated Los Angeles County,91302,3rd District,26278 Piuma Rd,"118° 42' 12.114"" W","34° 4' 54.477"" N",SA,,Mapped,34.08180404,-118.70337732,307,34.08204647,-118.70431305
7920,Backbone Trail,CA State Parks - Malibu Creek,0301247,030012,0300020000,020017,1,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,"118° 38' 42.252"" W","34° 4' 52.556"" N",SA,,Mapped,34.08127044,-118.64508228,307,34.08128521,-118.6455619
7921,Backbone Trail,National Parks Service,0201256,030012,0200160000,020017,1,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,"118° 38' 42.252"" W","34° 4' 52.556"" N",SA,,Mapped,34.08127044,-118.64508228,307,34.08128521,-118.6455619
7922,Backbone Trail,National Parks Service,0201257,030012,0200160000,020017,1,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,"118° 38' 38.761"" W","34° 4' 55.354"" N",SA,,Mapped,34.08204765,-118.64411248,307,34.08128521,-118.6455619
7923,Backbone Trail,CA State Parks - Malibu Creek,0301248,030012,0300040000,010008,1,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,"118° 45' 30.218"" W","34° 4' 55.211"" N",SA,,Mapped,34.08200797,-118.75840606,307,34.08202331,-118.75840519
